120,89.6,111,794.9,4.86,0,5,0,176.652,7.9,0.4
130,92.1,96,892.6,6.31,0,5,0,173.292,7.6,0.5
140,94,91,942.3,8.45,0,5,0,174.662,7.5,0.5
150,95.3,77,897.4,10.96,0,5,0,176.822,7.5,0.4
160,96.6,63,795.9,10.27,0,5,0,175.298,7.3,0.4
170,97,60,630.5,11.76,0,5,0,170.708,7.2,0.4
180,96.7,69,405.5,9.64,0,5,0,146.006,7.3,0.4
190,95.9,69,166.6,9.44,0,5,0,129.908,7.2,0.5
200,94.1,79,25.5,7.44,0,5,0,127.04,7.2,0.3
210,91.8,90,-0.6,6.53,0,5,0,131.162,7,0.4
220,89.3,103,-0.5,7.9,0,5,0,126.112,7,0.4
230,88.4,110,-0.4,8.75,0,5,0,114.454,6.9,0.5
0,85.8,151,-0.2,6.76,0,6,0,109.444,7,0.4
10,84.1,165,-0.1,4.5,0,6,0,106.086,7.2,0.5
20,82.6,166,-0.1,4.68,0,6,0,103.374,7.3,0.4
30,80.5,170,0,6.02,0,6,0,101.134,7.2,0.5
40,79.2,177,0.1,4.64,0,6,0,99.668,7.2,0.6
50,78.3,184,0.3,5.65,0,6,0,99.642,6.9,0.6
60,77.9,189,0.3,5.47,0,6,0,99.312,6.8,0.6
70,77.6,194,0.7,4.03,0,6,0,106.206,6.8,0.7
80,77.4,195,38.2,3.82,0,6,0,124.972,6.8,0.6
90,78.4,199,191.9,5.4,0,6,0,156.422,7.3,0.6
100,80.8,197,376.7,4.55,0,6,0,168.042,7.2,0.6
110,84.2,186,481.1,5.37,0,6,0,175.408,7.4,0.6
120,86.8,161,548,4.78,0,6,0,177.512,7.4,0.6
130,88.1,150,460.6,5.3,0,6,0,175.3,7.4,0.5
140,90.3,144,793,4.41,0,6,0,175.684,7.4,0.5
150,92,131,458.2,5.36,0,6,0,179.874,7.5,0.4
160,90.8,140,226.6,7.72,0,6,0,177.202,7.5,0.5
170,82.1,178,94.8,4.88,0,6,0,170.632,7.4,0.4
180,82,174,70.9,6.13,0,6,0,147.524,7.2,0.4
190,82.5,194,64.8,6.27,0,6,0,136.34,7.2,0.5
200,83.2,199,12.8,6.72,0,6,0,133.09,7.3,0.4
210,82.5,194,-0.2,6.62,0,6,0,134.062,7.2,0.5
220,81.5,191,-0.2,5.65,0,6,0,129.58,7.3,0.4
230,80.8,194,-0.2,5.44,0,6,0,120.304,7.4,0.5
0,80.1,196,-0.1,4.92,0,7,0,116.968,7.2,0.5
10,79.3,200,-0.1,4.79,0,7,0,109.648,7.2,0.6
20,78.1,205,0,5.06,0,7,0,104.246,7,0.5
30,78.3,205,0,3.86,0,7,0,103.794,6.9,0.6
40,77.8,206,0,2.92,0,7,0,102.96,7,0.6
50,77.2,204,0,3.94,0,7,0,103.164,6.9,0.7
60,77,202,0,3.75,0,7,0,102.892,6.8,0.7
70,77,203,0.3,3.81,0,7,0,110.94,6.8,0.7
80,77,203,44.1,3.56,0,7,0,126.054,6.5,0.6
90,78.9,210,213.4,5.22,0,7,0,162.94,6.5,0.7
100,82.5,197,413.3,5.29,0,7,0,177.518,7.3,0.6
110,85.1,170,472.3,6.63,0,7,0,183.714,7.3,0.6
120,87.1,156,407.4,6.33,0,7,0,184.984,7.2,0.6
130,89.6,142,689.5,5.65,0,7,0,180.406,7.3,0.6
140,90.8,133,479.2,6.96,0,7,0,182.916,7.3,0.5
150,93.4,114,784.2,6.83,0,7,0,184.816,7.4,0.5
160,94.9,98,788.1,7.21,0,7,0,183.792,7.3,0.4
170,94.7,101,468.4,8.55,0,7,0,177.016,7.3,0.4
180,93.3,119,226.4,9.68,0,7,0,153.72,7.3,0.5
190,88.3,147,96,10.23,0,7,0,139.65,7.4,0.4
200,87.1,153,30.6,7.15,0,7,0,136.598,7.3,0.4
210,85.1,160,-0.5,6.17,0,7,0,130.004,7.3,0.4
220,83.7,162,-0.3,6.06,0,7,0,125.47,7.3,0.4
230,82.2,171,-0.3,5.46,0,7,0,120.144,7.1,0.5
0,81.2,178,-0.2,4.72,0,1,0,116.04,7.1,0.4
10,80.4,181,-0.1,4.71,0,1,0,110.996,7.1,0.6
20,79.7,187,-0.1,6.56,0,1,0,109.134,7,0.4
30,78.8,191,-0.1,2.92,0,1,0,106.592,6.9,0.6
40,78.5,193,0,4.55,0,1,0,106.66,6.9,0.5
50,77.8,195,-0.2,2.75,0,1,0,105.91,6.8,0.6
60,77.5,197,0,3.05,0,1,0,106.402,6.8,0.7
70,76.7,200,0,3.1,0,1,0,112.808,6.7,0.7
80,76.9,201,38.2,3.57,0,1,0,130.47,6.8,0.6
90,78.8,203,203.9,4.03,0,1,0,163.2,7.2,0.6
100,82.4,196,306.9,6.07,0,1,0,175.06,7.4,0.6
110,85.2,176,502.1,6.91,0,1,0,179.146,7.3,0.5
120,88.2,146,610,7.2,0,1,0,181.138,7.3,0.5
130,89.3,142,381.6,5.82,0,1,0,177.72,7.3,0.5
140,92.1,124,724.2,6.21,0,1,0,179.644,7.3,0.4
150,92.8,120,433.8,7.25,0,1,0,181.79,7.4,0.4
160,94.5,111,716.4,6.75,0,1,0,177.298,7.3,0.4
170,95.2,106,570,9.72,0,1,0,168.208,7.3,0.4
180,92.6,118,140.9,10.02,0,1,0,136.436,7.3,0.4
190,91,125,81.2,10.13,0,1,0,122,7.3,0.4
200,88.4,151,38.5,8.23,0,1,0,115.688,7.3,0.4
210,85.7,170,-0.6,7.13,0,1,0,116.016,7.4,0.5
220,84.4,175,-0.5,5.34,0,1,0,115.856,7.2,0.4
230,83.2,184,-0.3,6.13,0,1,0,115.244,7.4,0.5
0,82.5,184,-0.3,6.31,1,2,0,112.228,7.2,0.4
10,81.7,189,-0.1,5.33,1,2,0,103.298,7.1,0.4
20,80.5,193,-0.1,3.18,1,2,0,102.204,7,0.5
30,79.5,196,-0.1,2.59,1,2,0,101.982,7,0.5
40,78.6,201,0,3.14,1,2,0,101.636,7,0.6
50,78.3,206,0,4.69,1,2,0,101.822,6.9,0.6
60,78.1,209,0,5.39,1,2,0,101.776,6.9,0.7
70,77.7,207,0.1,3.87,1,2,0,101.988,6.9,0.6
80,77.1,203,28.4,3.61,1,2,0,99.678,6.7,0.8
90,78.5,213,139.5,4.72,1,2,0,100.598,6.8,0.6
100,82.3,209,371.3,7.33,1,2,0,105.026,7,0.8
110,85.4,176,633.4,9.25,1,2,0,109.65,7.1,0.7
120,88.8,143,799.8,9.34,1,2,0,113.678,6.9,0.7
130,91.6,120,897.4,8.11,1,2,0,114.304,6.8,0.6
140,93.6,107,862.3,8.4,1,2,0,113.78,6.8,0.6
150,94.9,98,876.9,7.76,1,2,0,113.612,6.7,0.7
160,95.7,91,637.3,6.79,1,2,0,115.068,6.8,0.6
170,96.7,77,629,6.9,1,2,0,114.97,6.6,0.6
180,96.5,76,370.3,6.37,1,2,0,112.386,6.6,0.7
190,95.5,84,139.5,6.04,1,2,0,109.976,6.5,0.6
200,94,90,12.6,5.31,1,2,0,107.654,6.4,0.6
210,90.6,127,-0.7,5.09,1,2,0,109.008,6.6,0.7
220,88.8,125,-0.6,6.92,1,2,0,108.708,6.7,0.6
230,87.3,135,-0.5,8.72,1,2,0,109.356,6.7,0.6
0,85.6,154,-0.5,8.13,1,3,0,108.808,6.7,0.7
10,84.2,164,-0.3,7.63,1,3,0,106.558,6.8,0.6
20,83.1,173,-0.3,8.1,1,3,0,103.846,6.8,0.7
30,81.6,178,-0.2,6.95,1,3,0,101.608,6.8,0.7
40,80.9,180,-0.1,3.12,1,3,0,100.02,6.8,0.7
50,81.1,182,-0.1,1.66,1,3,0,99.532,6.8,0.7
60,80.3,184,-0.1,2.17,1,3,0,99.582,6.7,0.6
70,79.5,188,-0.1,4.46,1,3,0,99.3,6.7,0.7
80,79.1,178,15.5,5.62,1,3,0,97.284,6.7,0.7
90,78.9,157,172.7,8.22,1,3,0,97.392,6.6,0.7
100,80.1,165,225.6,7.55,1,3,0,99.89,6.7,0.8
110,82,167,452.3,7.81,1,3,0,103.966,6.8,0.7
120,85.6,158,753,3.84,1,3,0,105.754,6.8,0.7
130,89.1,133,681.2,1.13,1,3,0,107.956,6.9,0.7
140,91.1,123,677.8,2.32,1,3,0,111.406,6.8,0.7
150,91.4,125,545.5,7.18,1,3,0,115.274,6.8,0.6
160,89.4,134,498.7,11.09,1,3,0,115.172,6.7,0.6
170,87.6,113,314.2,7.32,1,3,0,114.604,6.8,0.6
180,89.6,100,430.9,5.9,1,3,0,113.356,6.8,0.7
190,89.5,108,107.5,7,1,3,0,115.096,6.6,0.6
200,83,116,7.9,4.9,1,3,0,116.758,6.6,0.7
210,82.5,114,-0.2,2.94,1,3,0,119.816,6.5,0.6
220,82.9,121,-0.1,1.48,1,3,0,119.282,6.4,0.7
230,82,136,-0.1,1.96,1,3,0,116.134,6.4,0.7
0,80.5,153,-0.1,3.81,0,4,0,112.284,6.5,0.7
10,79.9,158,-0.1,4.93,0,4,0,106.106,6.6,0.7
20,80.5,165,-0.1,4.65,0,4,0,104.33,6.6,0.8
30,79.7,168,0,4.38,0,4,0,103.32,6.7,0.7
40,78.2,171,0,3.73,0,4,0,102.668,6.6,0.8
50,77.2,178,0.1,4.42,0,4,0,102.012,6.5,0.8
60,76.1,185,0.1,4.42,0,4,0,101.528,6.5,0.9
70,76,190,0.4,4.44,0,4,0,108.838,6.5,0.9
80,76.3,191,39.7,4.19,0,4,0,128.648,6.6,1
90,78.6,190,230,3.17,0,4,0,160.378,7.1,0.8
100,82.4,192,285.4,1.07,0,4,0,173.562,7.4,0.8
110,84.4,181,367.4,2.4,0,4,0,180.03,6.9,0.7
120,86.3,165,421.1,4.03,0,4,0,182.084,7.3,0.6
130,87.3,158,666.6,7.72,0,4,0,180.964,7.2,0.6
140,84.9,163,528,7.34,0,4,0,182.884,7.1,0.6
150,79.2,185,136.6,8.38,0,4,0,186.032,7.1,0.6
160,78.3,174,154.1,6.44,0,4,0,181.322,7.6,0.6
170,82.4,161,545.1,10.57,0,4,0,175.832,7.9,0.5
180,84.6,155,430.4,11.28,0,4,0,152.384,7,0.5
190,83.9,155,95.3,9.17,0,4,0,139.342,7.3,0.4
200,82.5,159,7.7,6.68,0,4,0,128.392,7.3,0.5
210,80.4,162,-0.2,4.15,0,4,0,122.84,7.2,0.5
220,79.2,168,-0.1,4.04,0,4,0,120.416,6.9,0.5
230,78.3,171,-0.1,3.49,0,4,0,122.562,7,0.6
0,77.4,174,0,1.25,0,5,0,117.07,6.8,0.7
10,76.7,178,0.1,2,0,5,0,108.776,6.8,0.7
20,76.4,183,0.1,2.76,0,5,0,106.312,6.7,0.7
30,76,185,0.1,2.01,0,5,0,103.742,6.7,0.9
40,75.7,186,0.1,3.22,0,5,0,101.588,6.6,0.9
50,75.3,189,0.1,3.46,0,5,0,100.644,6.6,0.8
60,75.3,188,0.1,3.89,0,5,0,101.442,6.6,0.9
70,74.6,187,0.1,3.83,0,5,0,110.136,6.5,0.8
80,74.4,185,25.5,4.18,0,5,0,129.592,6.6,0.9
90,75.5,192,127.8,5.56,0,5,0,163.248,7,0.9
100,77.2,194,243.4,6.71,0,5,0,175.256,7.4,0.9
110,80.4,185,573.4,3.73,0,5,0,178.174,7.6,0.7
120,85.2,163,701.2,5.01,0,5,0,179.342,7.8,0.7
130,88.2,138,721.3,4.47,0,5,0,178.518,7.7,0.5
140,90.1,120,834,5.37,0,5,0,180.124,7.7,0.5
150,92.3,111,880.8,5.41,0,5,0,183.896,7.9,0.5
160,93.1,110,775.4,5.29,0,5,0,183.004,7,0.4
170,93.4,106,593.4,7.12,0,5,0,175.656,7.1,0.5
180,91.6,120,161.4,9.43,0,5,0,153.542,6.8,0.4
190,90.6,118,104.3,6.34,0,5,0,138.146,6.9,0.4
200,89.4,129,15.3,6.87,0,5,0,131.514,7.1,0.4
210,87.5,137,-0.7,5.88,0,5,0,131.222,7.2,0.5
220,86.4,142,-0.6,6.17,0,5,0,124.83,7.2,0.5
230,84.6,155,-0.5,6.58,0,5,0,119.962,7.2,0.6
0,82.5,167,-0.3,5.01,0,6,0,116.792,7,0.5
10,81.4,172,-0.2,3.21,0,6,0,111.586,6.9,0.6
20,80.2,177,-0.1,2.45,0,6,0,111.148,6.9,0.7
30,78.8,184,-0.1,3.72,0,6,0,109.548,6.9,0.7
40,77.9,190,-0.1,3.29,0,6,0,108.066,6.9,0.7
50,77,198,-0.1,3.56,0,6,0,107.328,6.9,0.7
60,76.7,200,0,3.95,0,6,0,107.032,6.9,0.8
70,76.7,201,0.3,3.8,0,6,0,116.376,6.9,0.8
80,77.2,203,28,4.58,0,6,0,131.746,6.8,0.9
90,78.3,200,165.8,2.95,0,6,0,163.148,7.3,0.8
100,81.8,191,342,4.5,0,6,0,177.792,7.5,0.7
110,84.2,181,478.2,5.61,0,6,0,183.192,7,0.6
120,83.5,182,211.7,8.63,0,6,0,185.522,7.3,0.5
130,76.4,182,34.3,10.84,0,6,0,182.078,7.2,0.5
140,74,180,226.6,10.42,0,6,0,183.482,7.9,0.5
150,74.7,173,190.5,11.74,0,6,0,187.168,7.8,0.6
160,75.2,162,164.6,12.26,0,6,0,185.014,7.6,0.5
170,76.4,159,227.8,9.14,0,6,0,177.276,7.4,0.6
180,75.3,173,74.1,8.22,0,6,0,154.38,7.1,0.5
190,76.1,173,111,7.48,0,6,0,140.18,7,0.6
200,76.7,153,17.5,10.5,0,6,0,137.18,6.8,0.6
210,72.3,145,0.1,13,0,6,0,138.48,6.4,0.9
220,67.2,127,0.4,14.1,0,6,0,130.9,6.1,1.1
230,65.4,121,0.5,13.3,0,6,0,125.28,5.6,1.5
0,64.8,120,0.6,10.7,0,7,0,121.68,5.4,1.4
10,64.6,118,0.6,9.4,0,7,0,114.78,5.6,1
20,64.5,112,0.6,10.9,0,7,0,112.56,5.6,1.5
30,63.8,108,0.6,11.6,0,7,0,109.46,5.3,1.4
40,62.9,109,0.7,9.1,0,7,0,108.34,5.2,1.4
50,62.1,107,0.7,10.5,0,7,0,108.04,5.3,1.8
60,62,105,0.7,8.75,0,7,0,108.32,5.2,1.6
70,61.6,103,0.9,8.32,0,7,0,113.38,5.1,1.5
80,61.3,100,18.2,11,0,7,0,132.02,4.5,1.9
90,60.9,99,36.5,12.8,0,7,0,166.58,4.8,1.8
100,61,97,85.5,11.9,0,7,0,178.02,4.9,1.4
110,60.9,93,189,13,0,7,0,181.8,4.9,1.5
120,62.4,90,330,10.2,0,7,0,184.58,4.4,1
130,64.6,87,564,10.8,0,7,0,180.26,4.9,0.4
140,68.2,83,937,10.6,0,7,0,183.36,5.1,0.7
150,68.5,80,762,11.4,0,7,0,185.52,5.4,0.7
160,68.5,80,692,11.2,0,7,0,181.48,5.4,0.6
170,68.8,79,615,10.9,0,7,0,174.68,5.5,0.8
180,68.7,79,418,9.96,0,7,0,156.74,5.3,0.7
190,68.2,80,188,7.14,0,7,0,142.08,4.7,0.7
200,67.2,85,14,6.32,0,7,0,139.16,5.1,0.7
210,65.7,88,0.6,4.19,0,7,0,135.22,5.7,0.8
220,64.6,91,0.7,4.45,0,7,0,124.98,5.6,0.9
230,63.7,92,0.9,5.23,0,7,0,121.3,5.6,0.9
0,63,91,0.9,5.07,0,1,0,117.52,5.3,1.3
10,62.3,92,1,4.09,0,1,0,113.54,5.1,1.2
20,61.6,94,1.1,3.55,0,1,0,112.9,4.9,1.4
30,60.7,96,1.2,2.29,0,1,0,111.26,5,1.3
40,60.5,95,1.2,0.35,0,1,0,109.78,5.1,1.4
50,59.5,97,1.2,1.83,0,1,0,110.28,5.2,1.4
60,58.8,96,1.1,2.64,0,1,0,108.82,5.2,3
70,57.6,97,1.5,3.57,0,1,0,113.06,5.3,1.6
80,58,97,37.5,3.87,0,1,0,129.36,5.3,1.9
90,60.8,95,218,4.98,0,1,0,161.24,5.4,1
100,64.5,88,441,7.01,0,1,0,172.92,5.9,1.1
110,67.7,81,647,7.22,0,1,0,177.24,5.8,0.9
120,70.6,36,809,7.92,0,1,0,179.84,5.6,0.8
130,73.7,70,913,9,0,1,0,175.54,5.1,0.7
140,76.2,67,943,8.51,0,1,0,178.72,6.1,0.8
150,78.3,62,908,9.8,0,1,0,178.72,6,0.7
160,79.5,62,803,9.04,0,1,0,174.28,6,0.7
170,80.2,61,635,9.18,0,1,0,166.24,6,0.7
180,80.2,60,425,9.05,0,1,0,140.8,5.8,0.8
190,78.9,66,196,8.74,0,1,0,125.06,5.5,0.6
200,75.9,74,18.7,7.44,0,1,0,123.1,5.5,0.8
210,72.9,83,0.4,5.69,0,1,0,122.08,5.5,0.7
220,70.2,89,0.6,4.97,0,1,0,121.32,5.4,0.7
230,68.4,93,0.7,4.15,0,1,0,118.76,5.4,0.8
0,66.2,97,0.7,7.02,1,2,0,109.46,5.2,0.9
10,64.1,99,1,8.51,1,2,0,108.56,5,1.2
20,62.6,98,1.1,8.88,1,2,0,107.56,5.3,1.2
30,61.6,98,1.1,7.71,1,2,0,106.8,5.3,1.4
40,60.7,100,1.2,6.68,1,2,0,106.86,5.2,2.2
50,60.9,100,1.2,1.91,1,2,0,106.52,5.2,1.3
60,60.5,99,1.4,0.02,1,2,0,106.36,5.1,1.5
70,59.4,101,1.4,0.02,1,2,0,106.46,5.1,1.5
80,59,100,40.4,0.08,1,2,0,104.42,5.2,1.5
90,61.5,101,218,0.86,1,2,0,106.58,5.3,1.5
100,66.1,94,441,1.88,1,2,0,113.38,5.4,1.6
110,69.3,91,651,1.62,1,2,0,117.84,5.4,1.4
120,72.8,83,818,1.54,1,2,0,120.72,5.3,1.2
130,77,74,923,4.17,1,2,0,119.38,5.3,1.2
140,80.4,64,955,5.22,1,2,0,117.24,5.5,1
150,82.8,52,916,6.21,1,2,0,118.6,5.3,0.9
160,83.9,44,811,5.73,1,2,0,118.46,5.2,0.9
170,84.7,47,638,5.98,1,2,0,115.68,5.4,0.9
180,84.6,45,425,5.26,1,2,0,111.96,5.4,0.9
190,83.9,48,192,5.08,1,2,0,111.46,5.3,0.9
200,82.2,52,17.5,2.53,1,2,0,108.54,5.2,0.9
210,80.1,61,-0.1,4.12,1,2,0,109.9,5.2,0.9
220,78.2,70,0,4.13,1,2,0,108.56,5.3,0.9
230,76.9,73,0.1,4.39,1,2,0,109.7,5.3,0.9
0,76,77,0.1,3.66,1,3,0,106.98,5.1,1
10,75.9,78,0.3,2.15,1,3,0,103.98,5.4,0.9
20,75,82,0.4,1.17,1,3,0,101.18,5.5,1
30,69.2,93,0.6,4.07,1,3,0,101.36,5.3,0.9
40,69.2,96,0.7,0.92,1,3,0,101.16,5,1
50,68.8,97,0.9,1.36,1,3,0,100.56,5.1,1.1
60,67.7,99,1,1.36,1,3,0,100.42,5,1.4
70,64.3,102,1.2,0.09,1,3,0,100.56,4.9,1.3
80,62.9,104,34.5,1.86,1,3,0,98.36,4.7,1.3
90,65,108,211,3.71,1,3,0,99.56,5,1.5
100,70.4,112,434,2.93,1,3,0,102.1,5.5,1.4
110,76,106,643,1.98,1,3,0,104.22,5.7,1.3
120,79.4,93,806,2.86,1,3,0,106.9,5.5,1
130,82,73,917,3.48,1,3,0,110.16,5.5,1
140,84.6,67,954,3.61,1,3,0,113.62,5.7,1
150,86.2,56,899,4.29,1,3,0,114.68,5.9,0.9
160,87.2,43,798,3.13,1,3,0,115.04,6,0.9
170,87.9,37,632,4.26,1,3,0,115.48,5.7,0.9
180,87.8,38,413,5.44,1,3,0,113.14,5.9,0.9
190,87.1,42,181,6.78,1,3,0,112.52,5.9,0.9
200,85.4,37,14.3,4.77,1,3,0,114.6,5.5,0.9
210,83,50,-0.2,3.92,1,3,0,116.54,5.2,1
220,79.1,64,0.1,2.22,1,3,0,116.6,5.2,0.9
230,78.3,68,0.4,1.52,1,3,0,114.2,5.3,0.9
0,76.7,72,0.5,3.69,0,4,0,112.1,5.1,1
10,76.2,75,0.5,3.97,0,4,0,107.9,5,1
20,72.5,88,0.6,1.87,0,4,0,102.8,4.9,0.9
30,72.2,90,0.7,1.92,0,4,0,101.04,4.9,1
40,70.5,94,0.9,1.56,0,4,0,99.68,5,1
50,69.3,96,1,2.16,0,4,0,99.32,5,0.9
60,68.8,98,1,2.64,0,4,0,99.28,5,1
70,68.3,102,1,1.55,0,4,0,110.24,5.1,1
80,65.5,107,31.6,1.95,0,4,0,127.4,5.1,1.1
90,67.5,110,201,4.25,0,4,0,159.6,5.6,1
100,71.7,100,423,8.32,0,4,0,172.02,6.1,0.9
110,76,90,632,7.53,0,4,0,179.6,6,0.8
120,79.9,78,799,6.3,0,4,0,179.16,6.3,0.8
130,82.4,70,902,4.67,0,4,0,178.6,6.4,0.7
140,84.2,61,936,5.48,0,4,0,182.94,6.5,0.6
150,86.1,56,895,5.15,0,4,0,187.98,6.7,0.7
